RECORD	DAT	LRO	CTY	PLA	OSN	PAR	CAT	TYP	EAD	EAT	CMR	VAL	SUM	OSA	COV	AWC	TMD	SCL	SUR	SNM	CLS	CMD	MSS	BAF	MAT	DIM	STT	QUL	TRI	OFF	CHN	COL	RLY	RDS	TPK	ILU	SLU	RLU	QUA	SAN	UTL	MIL	CHH	PUB	PBG	SCH	PRG	RIV	CAN	LAK	HSE	FMY	WDS	PLS	COP	PKS	ARB	GRA	ORC	HPS	GNS	ORN	REC	HTS	CMN	RCK	HAC	SHD	FLD	STP	GLB	HDG	FNC	GAT	ABB	EBB	FBB	OBB	EST	ALL	NMS	NMR	FDN	FAO	FAN	CAR	BOR	NOP	SYM	COM	EXC
PRO 17678	06.10.1995	Grimsby AO 390	LIN	Scawby	Scawby		P	E	LAO transcript at 17612, and original at 18127.	SE972051	89 N		3460.072	3460.07	Y	SUR from award; no scale or title.	02.02.1771	8*	Edward Johnson, Kingston upon Hull				M	A	C	107 X 53	O	G				AG							G									N																													I		Y	Y				Y	Y			1			
PRO 18127	28.11.1995	LAO 2 NEL 7/1	LIN	Scawby	Scawby		-	E	Original (Grimsby RO), at 17678; LAO transcript at 17612.	SE972051	89 N		3460.072	3460.07	Y		03.03.1771	4*					M	C	P	208 X 109	X	G				G		Y					Q																																						I		Y	Y					Y			1		Various pencil marks and circled dots (inked) which might be TRI.   `Big house' pictorial; church not shown as such.	X
PRO 14828	14.06.1994	Bucks RO IR/95q	BUC	Long Crendon	Long Crendon		P	E		SP695087	237		3460.5	3460.50	Y	Similar to 14263, adjoining.	01.01.1827	6	Richard Raine				M	A	C	74 x 56 (x 5), 39 x 56, 87 x 56	O	VG				SALOP - grey infill to some titles; scales diced blue-grey; woods green; one scale (enlargement) framed on grey ground.		N					Q		T - extensive.	T	ET - repeated on various parts.					N		N	Y		YU - close-packed tree-crowns.																								H		Y	Y		Y			Y		Y	8		Index at 12 chains; village at 3 chains.  A lot of tenure shown.  Scale framed on grey ground.	
PRO 14847	16.06.1994	Bucks RO PR198/28/8R	BUC	Stoke Poges	Stoke Poges, Wexham Street		P	R		SU982830	255 SE, 269 NE		3465.356	3465.35	Y	Surveyed by SUR.  No CTIC stamps, but cf 14853.  Good clean-cut job; nothing about rating, but what else could it be?  Book of reference at PR 198/28/9a+b.  [Tithe map is by H. Walter, 1839, 4 chains.]	01.01.1846	3	William Trumper				M	A	P	151 x 322	X	G+	Y		Y	BWCDLP - grey shading in title and scale dicing.	YNR - slough station buildings shown, not named (no sidings).									D - outside parish.		N			P			Y	Y		YU - grey shadows.			YU - like woods.			YU - like woods.								Y								P						P - large houses only.						Y	2		Almshouses.  One TRI line has a note on it to see the Farnham Royal book.	
PRO 17100	21.07.1995	ERRO RDB (D12)	YOE	North Burton or Cherry Burton	Cherry Burton		P	E	ERRO: DDX/218/2.  Hull Uni Lib: DDHO/16/57; DDCB/4/38.	SE980420	72		3465.669	3465.66	Y	Award at DQ/136/6.  [SUR from B. English: looks more Bulmer than Page.]	04.07.1829	6	James Bulmer and Edward Page				M	C	C	141 X 60	RE	G				GJU		Y	N	DR			Q									D - named, widths.		Y			Y																								T			Y		Y	O	Y	Y			1			
PRO 14676	03.06.1994	Bucks RO IR/2(ii)	BUC	Hartwell and Stone	Stone, Lower Hartwell		-	E		SP787121	237 NE, 238 NW		3479.013	3479.01	Y	Purchased at Hartwell House sale, April 1938, by Northants Record Society.  Style suggests mid-C19 copy of working plan.  [OSA: Hartwell, 910.823; Stone, 2568.190.]	03.03.1777	3*					M	C	T	162 x 275	D	G+				BRWE - buildings brown.		Y																			Y			Y																B								Y			Y					2			
PRO 12211	14.06.1993	SOM RO DD/SAS C/212 - map, St Decumans, 1838	SOM	St Decumans	St Decumans, Watchet and Williton		P	X		ST077417	294 NE, 295 NW		3481.259	3481.25	Y	From Somerset Archaeological Society collection; origin uncertain, but it may be significant that the (named) workhouse is area number 1.	01.01.1838	3	Danl Horwood, Land Surveyor, Bristol				M	X	P	253 X 199	X	VG				SX - parish boundary picked out in pink.											D - only the parish church being named.							Y	Y		Y	Y					Y																						Y					Frame round scale, with bulged middle, as on some of his tithe maps.	Y	4		Workhouse (in plan only).  Total acreage of parish is given, bottom left.  The Norton Fitzwarren - Watchet railway has been added subsequently in yellow, but not the earlier West Somerset Mineral Railway, which is odd, whatever the provenance of the map.	
PRO 15705	27.10.1994	Cumb RO QRE/1/49	CMB	Brundholme	Lonscale Fell	Crosthwaite	M	E	Cumberland RO also has the parish copy, PR/120/91.	NY265265	29 N		3487.55	6025.89	X	Commissioners say they did survey: style is close to 15700, hence attribution to Hudleston alone.  3487:2:8.  OSA is for Under Skiddaw township.	02.02.1815	8	[John Hudleston, Gosforth, Cumberland, Gentleman]				M	A	C	85 X 75	CE	G				RWPU - scale diced grey.							Q																												F												L	Y					Y		Y	2			
PRO 15490	09.09.1994	Lancs RO PR/2493	LNC	Lea, Ashton, Ingol and Cottam	Lea, Cottam, Ingol		-	R		SD498312	75 SE		3487.812	3487.81	Y	`From an actual survey' by SUR; purpose not stated and book of reference missing, but can hardly be other than rating.  Acreages: Lea 1767:2:11, Ashton 825:0:9, Ingol, 363:1:28, Cottam 519:1:0: total 3475:1:8; all are hamlets on OS 6-inch 1st edition, where district is township in parish of Preston.	02.02.1856	3	James Hitchon, Burnley				M	X	P	221 X 182	L	G+	Y		Y	BWC	YNS - with centreline.	Y			Y					XN		HIN			P	N	YN	Y						N					P														H						Y						Stepped corners.	1		Pound, Stable, Brick Yard, School.  Dated 2 Feb 1856.  Hamlets italic capitals, ordinary names sans-serif.  Chapel R.C. [sic; x 2], Malt Kilns, School R.C.	
PRO 12596	22.07.1993	PRO MPL 85	LIN	Nettleham	Nettleham		-	E	LAO traced version at 17677; contemporary `original' at 17839; LAO also has an original award and map, Nettleham Par. 17 [NFP], also Nettleham Par. Co. [NFP], and another copy, Misc. Don.	TF004752	102 SE, 114 NE		3490.78	3490.78	Y	Award is at PRO CP 43/793 [rot 180].	01.01.1777	12	John Hudson and W. Thistlewood				M	A	C	69 X 55	PR	OK+				X - outline is a sort of blue-grey-black, and names are very dark brown.		N														N		Y																											A		R	Y		Y			R	XRQX - Roccoco surround to title with shell decoartion and assorted vegetation, with at the top a cherub or cupid, holding an arrow pointing upwards in its left hand.  Eyes and nose are a bit rounded and undignified.		1	Cupid with arrow, cornucopia, vegetation decorate CAR.	Map is described as surveyed by SUR in 1777.	
PRO 17677	05.10.1995	LAO Lindsey Award 174	LIN	Nettleham	Nettleham		P	E	PRO copy is at 12596; LAO transcript at 17839; also at LAO: Nettleham Par. 17 [NFP]; Nettleham Par. Co.; Misc. Don.	TF004752	102 SE, 114 NE		3490.78	3490.78	Y	Copy prepared 22-24:11:1945 by Lindsey C.C. County Surveyor.  Reproduces the chacteristic palindromic scale.	01.01.1777	12	Jno. Hudson and W. Thistlewood				M	A	-	75 X 56	UT	-						N	N													DN		N																								S - asterisk type.			T		R	Y		N		R	Y	Double circle.		1		Buildings shown in outline only.	X
PRO 17839	14.10.1995	LAO 2 CC 62/21415	LIN	Nettleham	Nettleham		-	E	PRO copy at 12596; LAO transcript at 17677; also at LAO: Nettleham Par. 17 [NFP]; Nettleham Par. Co.; Misc. Don.	TF004752	102 SE, 114 NE		3490.78	3490.78	Y	Map only: passed through Church Commissioners' hands, being part of the Bishop of Lincoln's estates.	01.01.1777	12*	Jno. Hudson and Wm. Thistlewood				M	A	C	12	X	G				WP - all grey, including direction arms.		N														D - named.		Y																								S - asterisks.					R	Y		N		R	Y	XRQX - Asymetrical rococco, developing leaves and flowers, surmounted by freaked cupid cuddling cornucopia and brandishing arrow: not quite episcopal!  Shaded grey.		1	Cupid, arrow, cornucopia, fruit, flowers: enliven CAR.		X
PRO 16512	21.03.1995	WRRO WRRD Map Vol 3/5	YOW	Methley	Methley		-	E	Leeds RO has two other copies: B & B 30; Methey parish 14.  The latter is at 4 chains, with two cartouches with rocks and trees.	SE390262	78 NW		3492.387	3492.38	Y	Miles Dawson was one of the commissioners.  Not all old enclosures appear to be mapped: a few old enclosure (? exchange) acreages.  Award is at WRRD B17, p.237.  [CAT = P & T on OS 6" 1st edn.]	01.01.1787	9*					M	A	C	92 X 45	RE	OK+				N				R			Q																																								Y	Y		F	L		Y			1			
PRO 16795	08.06.1995	Leeds Central Library, Family & Local History section, ML (1837), Teal...Plan of Methley	YOW	Methley	Methley		T and P	R		SE390262	78 N		3492.387	3492.38	Y	Photocopy: original elusive.  Rating seems most likely (the district wasn't tithe-mapped); there is a 4-chain enlargement of detail with a note `Additional length of Railway in Methley 29 Yards.'  Pencil additions for the Castleford and Methley Joint lines.  No book of reference to hand.  [CAT = P & T on OS 6" 1st edn.]	01.01.1837	6	Henry Teal				M	X	P	120 X 70 (compensated).	X	G				W - others could be present.	YNT - t is 3 x `waggon road', with either centre lines or rails.	Y					B									ANSW - w is dam: also, `junction of aire & calder'.	YLW - w being `loading basin'.	Y			Y			Y					AR - r in park.																				P - larger ones.	F				Formed by title flourishes.	Y	2		Fish Pond, Loading Place (on river).	
PRO 12327	05.07.1993	PRO MR 373	WLT + BRK	Chilton Foliat	Chilton Foliat		-	E	Wiltshire Record Office has another copy, 735/43, and a mapped of stopped up and new roads, 2454/12.	SU327712	267 W		3493.657	3493.65	Y	Divided between Wiltshire and Berkshire on NS-1.  [OSA: Wilts portion, 2202.093; Berks portion, 1291.564.]	03.03.1813	6					M	A	C	94 X 109	PR	G+				RNO		Y													P			Y			Y			Y					P				N							B	B				H			Y	Y	Y			Y			1			
PRO 14305	29.03.1994	WSRO QDD/6/W18(1)	SSX	Bury	Bury		P	E		TQ005148	317 NE		3494.73	3494.73	Y		01.01.1854	4	George Blunden, Arundel				M	A	P	171 X 228	CE	OK+				SEKNX - old enclosures numbered in red; driftway (apparently) green.		Y										N						Y	Y																										T			Y	F		O		Y		Y	3		Workhouse.	
PRO 12002	24.05.1993	SOM RO Q/RDe 92	SOM	Charlton Adam and Charlton Mackrell	Charlton Adam, Charlton Mackrell		P	E		ST535280	296 SE		3498.399	3498.39	Y		01.01.1809	6.67	T.Tilbrook				M	A	C	98 X 71, 78 X 70	CE					WEX - bits belonging to the two very intermixed parishes are tinted.		Y									D								Y		Y						Y		S						F					B	C				FH			Y			O		Y		Y	3		Hamlets are named.  Walls are shown by `battlement' effect.  Foot bridge (sic).	
PRO 12478	15.07.1993	PRO LRRO 1/3410	DEN	Bettws Abergele	Bettws-yn-Rhos		P	E	County enrolled copy is described at 15383.	SH869717	107 NW		3500	6588.27	X	This seems to be a copy of 1872.   [OSA is for Bettws-yn-Rhos.]	01.01.1814	6					M	A	L	73 X 68, 87 X 69, 66 X 70	OC	F+																						N																											T		L		Y	Y					Y	5			X
PRO 12528	19.07.1993	PRO MR 862	NTP + BUC	Whittlewood Forest	Whittlewood Forest		-	E	Northants RO has another copy, Map 2902.  The county enrolled copy at Northants RO may be `Flat tin case in old repair room', according to the cards; it does not seem to have a `proper' reference.	SP720430	202 SE		3500		X	[Split: 2610 in Northamptonshire, 890 in Buckinghamshire.]	01.01.1856	3	Thos Cooper				M	A	P	162 X 242, 159 X 179	X	G+				RWEUX - allotment numbers red.		Y	NT	R	Y													N	Y		YN																											R	Y				R			3		Pound, Dog Kennel, Brick Yard.	
PRO 12903	19.08.1993	PRO MAF 1/236	BRK	Cholsey	Cholsey		P	E	The county enrolled copy is at Berks RO, Q/RDc 90B, and the parish copy at D/P 38/26A,B.	SU590860	254 NW	William Bryan Wood, Bremhill, Wiltshire, Land Surveyor	3500	4438.29	E	Attribution to SUR is on stylistic and VAL grounds; it is unusual for him not to do the map as well as the valuation.	02.02.1851	3	? Wm Bryan Wood		1	21.11.1851	M	C	P	132 X 315	PE	G				SEOX - railway sienna.	YNS	Y		R			CG									N		Y			Y																	Y		B				Y	T			Y		P					Y	1		Public Pond.	
PRO 15342	18.08.1994	Flint RO QS/DE/12	FLI + DEN	Ysceifiog and Nannerch	Ysceifiog, Nannerch		Ps	E	Flintshire Record Office also has the parish copy, P/43/1/3, and another copy, D/GR/1907.	SJ145700	96 SW, 108 NW		3500	8952.43	X	SUR via Chapman; couldn't see him in award.   [OSA: Flintshire: Nannerch, 1884.371; Flintshire: Nannerch, 990.603; Ysceifiog, 6077.458.  Split: 3225 in Flint, 275 in Denbigh.]	02.02.1805	8	Robert Piercy, Mold, Flintshire				M	A	C	76 X 60, 78 X 65, 85 X 72	CE	G				RPX - red letters on each part; green for area in penbedw manor.										X																									F - fort.								P		T		L		Y					Thin oval-of-flowers surrounds to titles.	Y	6		Named `British Fortification'.  Ysceifiog village at 4 chains.	
PRO 15383	23.08.1994	Denbigh RO QSD/DE/14	DEN	Bettws Abergele	Bettws-yn-Rhos		P	E	A PRO LRRO copy is described at 12478.	SH869717	107 NW		3500	6588.27	X	SUR not given in award; attribution with hindsight on stylistic grounds.  Maps 1814, award 1831.  [OSA is for Bettws yn Rhos.]	01.01.1814	6	? John Matthews the younger				M	A	C	69 X 52 (X 2), 84 X 62	CE	G-				BRPUX - buildings variously grey, hatched or unfilled; grey limit bands; one north pointer lilac grey; existing roads sienna, new ones light blue; public pits also sienna; fbb red.							Q											N			Y																								T		L		Y	Y					Y	4		Dot-dash allotment boundaries.	
PRO 15726	28.10.1994	Cumb RO QRE/1/22	CMB	Bewcastle	Bewcastle Fells		P	E		NY560820	12 N		3500	28562.64	X	Black Lyne Common.  Norman apparently acted as both sole commissioner and surveyor.	01.01.1820	10	John Norman				M	A	C	78 X 74	CE	G				RWAGLNP - crag tinted brown; allotment numbers red; north pointer is blue-gamboge-crimson style.							X - coloured areas.									N																		Y - named crag.	F									T - moss or peat.	B		L	Y	Y				Y		Y	1		Stone.  Crag named.  Sale prices given; one lot is noted as in right of depasturing 400 sheep.	
PRO 15967	02.12.1994	Warwick RO CR 416/8	WAR	Hurley	Hurley	Kingsbury	M	E		SP248967	154-5, 168-9		3500	8069.57	Y	SUR not apparent from award; Act allowed reuse of satisfactory old survey.  Commissioners were John Brown of Nottingham and Robert Benton of Dunton House, Curdworth, Warwickshire.  [OSA is for Kingsbury.]	02.02.1822	6					M	A	P	102 X 138	L	G				WPNP - border shaded grey.		Y																Y - black ruling, blue tint.			Y												N							B - between owners only.					T		Y - by abbreviation letters linked to award.		P	Y				Ruled-ground with chamfered corners, and large triangles round edge.	Ball-and-half-quatrefoil type.	1		Old Foot road Stopped up, Gospel Oak.	
PRO 16252	01.02.1995	Ntb RO (Morpeth) QRD 7	NTB	Corsenside Common.	Corsenside Common		-	E		NY871882	8SE, 13 NE		3500	11503.98	X	[OSA is for Corsenside parish.  Corsenside township: 3329.392; Chesterhope township 4086.138.]	01.01.1794	16	Tho. Wilkin				M	A	P	57 X 46	CE	G				BRLOPX - quarries blue; buildings, hachures, scale dicing and larger lettering infilled grey.		Y					Q - named: some limestone quarries identified.									AIN																			P							NS		YU - moss, grey flecking.	T			Y	Y				Y		Y	1		Boundary Stones, named Crosses (+++ for Three Crosses), Well, Pikes.	
PRO 16440	28.02.1995	NRRO I (ZW) [MIC 2129/67; award at MIC 2129/62]	YON	Lyth	Lythe, Mickleby, West Barnby, East Barnby		-	E	There are 1864 copies of plans relating to this enclosure at Borthwick, CC.Ab.11.46/1 and 46/2.	NZ825135	34 SE, 35 SW		3500	7308.08	E	`Lyth Town Fields': manor of Mulgrave.  NYCRO list says SUR were Richard Richardson and Joseph Foord, but they are not named on this fairly modern (mid C20) tracing on linen.  [ZW also contains a tracing of 1896 covering Hutton Moor.]  [OSA (all Ts): Lythe, 3770.025; Barnby, 2140.094; Mickleby, 1397.969.]	01.01.1777	8					M	A	-	98 X 75	UT	-				BWGJX - colours denote extents of former open fields, which are named in red.		Y			Y		Q											A																	C								T		T		Y	Y	F	Y	O		Y			1		Spring, Well, Allum Work, Barnby How (with hachures).	
PRO 17004	11.07.1995	Sandwell Archives	STF	West Bromwich	West Bromwich		-	S		SO998929	168 NW		3500	5850.74	E	SUR from staff; date from pencil note; 36.0 X 24.0.  Style similar to Tipton, but more colourful.  Originally laid out in 71 sheets, but very early was extended to 96 sheets, by adding to NE, NW and S of the original NW-SE block.  Apart from some neat additions of sewers in blue to a few sheets, there was no attempt at revision.	03.03.1857	0.408333333	Cotterell & Peacock				M	X	P	102 X 67 (x 96)	L	G+				SLX - railway and canal earthworks on green ground; rails, gasometers, etc, infilled grey; hachures beige-grey;  wooden buildings black dashes on golden sienna; bridges over entrances to canal basins tinted golden sienna; sidewalks, church and grave yards grey; on later sheets pit mounts are grey, which `physical features' suggested.	YENRST - platforms [sienna or grey], waiting rooms; apparent subway (disappearing steps) at swan village station; goods station; foot bridge (not described: filled golden sienna), apparent platform canopy with supports.	Y	NT		Y		DG - clay pits by fine beige hachures; gravel pit sienna.					HITN+N				AN	YLNT - + numerous basins; weir; platform [at basin]; lock house; toll house.	Y	X - sheds by black dashes on golden sienna.	Y - sienna, as roads.	YT - some variety of style: all have large tree symbols, some with tinted pale green ground, some without, some with dark green shadow.			YN					BT - and some discreet diagonals.						F - railway and canal earthworks.								P						Y	Y					Y	96		Wells, privies (o), Tube Works (Boilers, Stable), LP, P, steps to buildings, Gasometer (grey), Colliery (Shafts - grey discs), Pit Mounts, Cinder Mounts, Iron Works (Tank, Gasometer, Brick Kiln), walls (carmine infilled, cased black), Stable, archways, churches with dedications and buttresses, Coach Ho, St James School, Weighing Machine; Boys School, Girls School, Infants School (sienna area, evidently playground); Glass Ho (quite a few: grey-green);  Furnaces (Boilers, infilled grey);  Foundry; [Three Furnaces Inn]; Clay Hole (fine-hachured; `Brick Shed', x 2, with buttresses); Boiler Works, Wesleyan Methodist Chapel, Spoil Bank (above GWR tunnel), Slaughr House (sic), Timber Yard, Flour Mill, bay windows; Patent Coke &c Works (Ovens, Cistern, Tanks); Iron Works; Old Shafts [at colliery], Forge (with 3 x Brick Kiln), undescribed railway under construction (sheets 18-20: no name or rails: runs NW-W from Swan Village Station, GWR); Rick Stools [in farmyard];  Malt House, Brick Yard, Brewery, Pound, National School, apparent sewer grates in roads (small rectangles), Primitive Methodist Chapel, School, Lock House [on canal], Junction Bolt (in road: NE of sheet 46), Lime Kilns (horseshoe-shaded walls), Gas Works (with Gasometer x 6, carmine-infilled walls with grey infill), Spoil Bank; Ebenezer Chapel, Grave Yard (grey), Infant & Sunday Schools; Steam Engine Manufactory; Salem Chapel, School; G; End [sic: in several places; quite unclear]; Zion Chapel New Connexion Methdt; MS (open circle: distances to London, Birmingham, Wolverhampton); numerous collieries with Shafts; Work House (internal divisions, not described: to south is added in very neat and good pencil an extension, with the separate buildings described);  Steam Flour Mill, Baptist Chapel, Conservatory, Weighing Machines, Boiler, Timber Yard; several x Cart Road; Police Station; Primtve Methodist Chapel; south-and-east shading of buildings; Rope Walk; Market Place (with possible covered pigsties and booths); Colliery (in middle of built-up area, with Boilers (grey), Shafts, Loading Stage, Weighing Machine, Engine House, golden-sienna Spoil Bank); Roman Catholic Chapel with dedication and School; Chapel, School House, National School, Primitive Methodist Chapel, Wesleyan Methodis Chapel (Grave Yard), Bank; Fountain [in garden; Bethel Chapel, Bethel School; more Brick Yards with Brick Sheds, though plain rectangles; Post Office, Cn [in carmine building];  Church Yards and Grave Yards (grey); Trinity Church, Trinity School; Foundry (Office); Brick Works (Brick Yard, Brick Kiln); Arch Lodge, Carriage Drive (in Sandwell Park).	
