name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Tapeley Park, 331",Tapeley,,0.0,0.0,0.0,0.0,TPL,T01040,TPL T01040,12515.0,12515.0,0,0,0,0
"Tapp, John, Mary, 318",Tapp,,0.0,0.0,0.0,0.0,TP,T010,TP T010,4351.0,4351.0,1,0,0,0
"Tapper, Warwick, William, 101",Tapper,4234.0,0.0,0.0,0.0,0.0,TPR,T0106,TPR T0106,4234.0,4234.0,0,0,0,0
"Tapson, James, 243",Tapson,10328.0,0.0,0.0,0.0,0.0,TPSN,T01205,TPSN T01205,10328.0,10328.0,0,0,0,0
"Tardrew, William, 205",Tardrew,10679.0,0.0,0.0,0.0,0.0,TRTR,T06360,TRTR T06360,10679.0,10679.0,0,0,0,0
"Tarr, Albert, 8; Francis, Laura, 302",Tarr,,0.0,0.0,0.0,0.0,TR,T060,TR T060,4244.0,4244.0,0,0,0,0
"Tarrant, W., 130",Tarrant,11765.0,0.0,0.0,0.0,0.0,TRNT,T06053,TRNT T06053,11765.0,11765.0,0,0,0,0
"Tattershall, family, 111; John, 111(2); Margaret, 111",Tattershall,,0.0,0.0,0.0,0.0,TTRXL,T0306204,TTRXL T0306204,6796.0,6796.0,0,0,0,0
"Taunton, Charles, 173; George, 158; William, 173",Taunton,,0.0,0.0,0.0,0.0,TNTN,T05305,TNTN T05305,6845.0,6845.0,0,0,0,0
"Taunton, Somerset, 276, 293; King‘s College, 261; Museum, 276",Taunton,,0.0,0.0,0.0,0.0,TNTN,T05305,TNTN T05305,6845.0,6845.0,0,0,0,0
"Tavener, Taverner, Elizabeth, 296; James, 296(4); Mabel, 296",Tavener,7076.0,0.0,0.0,0.0,0.0,TFNR,T010506,TFNR T010506,7076.0,7076.0,0,0,0,0
"Taw Vale, 20",Taw,,0.0,0.0,0.0,0.0,T,T000,T T000,4360.0,4360.0,0,0,0,0
"Tawley, Elizabeth, 286, 290; Thomas, 286",Tawley,,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Tawton, North, 26, 294, 296; incumbents of, 296(2); rector of, 296; South, 296-7; vicars of, 296(2)",Tawton,4127.0,0.0,0.0,0.0,0.0,TTN,T0305,TTN T0305,4127.0,4127.0,0,0,0,0
"Taylor, Tayleur, family, 30; A., 173; Ann, 286; Anne, 148; Archie, 173; F., 171; Fitzwilliam, 149; Florence, 286; George, 39; J., 216(3), 330; James, 166, 309(2); John, 48, 51, 73; John & Co., 328, 332; Joseph, 213; Major Gen., 148; Marjorie, 166; Mary, 9; Maurice, 260; Philip, 277; Phyllis, Reginald, 9; Reynell, 212, 217, 286; Richard, 9; Robert, 291",Taylor,4129.0,0.0,0.0,0.0,0.0,TLR,T0406,TLR T0406,4129.0,4129.0,0,0,0,0
"Teage, Dorothy, 285",Teage,,0.0,0.0,0.0,0.0,TJ,T020,TJ T020,4356.0,4356.0,0,0,0,0
"Teal, Maude, 314",Teal,,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Tealta, 1",Tealta,13371.0,0.0,0.0,0.0,0.0,TLT,T0430,TLT T0430,13371.0,13371.0,0,0,0,0
"Teape, C., 245",Teape,,0.0,0.0,0.0,0.0,TP,T010,TP T010,4351.0,4351.0,1,0,0,0
"Tease, Henry, 285",Tease,,0.0,0.0,0.0,0.0,TS,T020,TS T020,4263.0,4263.0,0,0,0,0
"Tedaldi, Joseph, 92",Tedaldi,8234.0,0.0,0.0,0.0,0.0,TTLT,T030430,TTLT T030430,8234.0,8234.0,0,0,0,0
"Tedburn St. Mary, 297, 298; rectors of, 297(2)",Tedburn,8235.0,0.0,0.0,0.0,0.0,TTPRN,T031065,TTPRN T031065,8235.0,8235.0,0,0,0,0
"Teighmore-on-Tors School, 170",TeighmoreonTors,8236.0,0.0,0.0,0.0,0.0,TMRNTRS,T020506053062,TMRNTRS T020506053062,8236.0,8236.0,0,0,0,0
"Teign Grace, 297; rector of, 185",Teign,13372.0,0.0,0.0,0.0,0.0,TN,T025,TN T025,13372.0,13372.0,0,0,0,0
"Teil, Mary, 212",Teil,,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Temple, Templer, Emma, Francis, 297; Frederick, 9, 84(2), 220; Philip, 297",Temple,6416.0,0.0,0.0,0.0,0.0,TMPL,T05140,TMPL T05140,6416.0,6416.0,0,0,0,0
"Templer-Hughes, Sir William, 335",TemplerHughes,8237.0,0.0,0.0,0.0,0.0,TMPLRS,T0514060202,TMPLRS T0514060202,8237.0,8237.0,0,0,0,0
"Tenby, H.M.S., 246",Tenby,,0.0,0.0,0.0,0.0,TNP,T0510,TNP T0510,4194.0,4194.0,0,0,0,0
"Tepper, William, 19",Tepper,,0.0,0.0,0.0,0.0,TPR,T0106,TPR T0106,4234.0,4234.0,0,0,0,0
"Terry, George, 226",Terry,,0.0,0.0,0.0,0.0,TR,T060,TR T060,4244.0,4244.0,0,0,0,0
"Tetrarch, H.M.S., 212",Tetrarch,8238.0,0.0,0.0,0.0,0.0,TTRRX,T0360620,TTRRX T0360620,8238.0,8238.0,0,0,0,0
"Tew, Florence, 289",Tew,,0.0,0.0,0.0,0.0,T,T000,T T000,4360.0,4360.0,0,0,0,0
"Thackrah, Jane, 325; Mary, 325(2)",Thackrah,8239.0,0.0,0.0,0.0,0.0,0KR,T0260,0KR T0260,8239.0,8239.0,0,0,0,0
"Theed, Edward, 262",Theed,13373.0,0.0,0.0,0.0,0.0,0T,T030,0T T030,13373.0,13373.0,0,0,0,0
"Thistle, dean of, 335",Thistle,8240.0,0.0,0.0,0.0,0.0,0STL,T02340,0STL T02340,8240.0,8240.0,0,0,0,0
"Thistlewaite, A., 292",Thistlewaite,8241.0,0.0,0.0,0.0,0.0,0STLT,T0234030,0STLT T0234030,8241.0,8241.0,0,0,0,0
"Thomas, Arthur, 161; Ascanius, 252; Charles, 62; David, 15; Edith, 161; Emma, Francis, 78; Frederick, 171; Harriet, 182; Henry, 280; John, Juliet, 76; Katie, 182; Lizzie, 145; Samuel, 46; William, 145",Thomas,4166.0,0.0,0.0,0.0,0.0,TMS,T0502,TMS T0502,4166.0,4166.0,0,0,0,0
"Thomond, Marquess of, 29",Thomond,13374.0,0.0,0.0,0.0,0.0,TMNT,T05053,TMNT T05053,13374.0,13374.0,0,0,0,0
"Thompson, Sir B., 174; Charles, 182; Dorothy, 164; G., 237; John, 164(2); Michael, 268; Neil, 164; W., 37; Walter, 326",Thompson,,0.0,0.0,0.0,0.0,TMPSN,T051205,TMPSN T051205,4227.0,4227.0,0,0,0,0
"Thorn, Thorne, Ann, 256; Anne, 336; Elizabeth, 204, 256; Ellen, 318; Harriet, 204; I., 305; James, 204(2); John, 204, 256(2); Joseph, 204(2), 303; M., 305(2); Mary, 198(2); Michael, 204, 303, 305; Samuel, Sarah, 204, 305; Thomas, 318; William, 198, 204",Thorn,4957.0,0.0,0.0,0.0,0.0,0RN,T065,0RN T065,4957.0,4957.0,0,0,0,0
"Thornhill Park, Hants., 122",Thornhill,8242.0,0.0,0.0,0.0,0.0,0RNL,T06504,0RNL T06504,8242.0,8242.0,0,0,0,0
"Thornhill, Hubert, 292; Thomasine, 326",Thornhill,8242.0,0.0,0.0,0.0,0.0,0RNL,T06504,0RNL T06504,8242.0,8242.0,0,0,0,0
"Thornton, 301",Thornton,6977.0,0.0,0.0,0.0,0.0,0RNTN,T065305,0RNTN T065305,6977.0,6977.0,0,0,0,0
"Thornton, Alice, 297; Douglas, Phyllis, 157; William, 37",Thornton,6977.0,0.0,0.0,0.0,0.0,0RNTN,T065305,0RNTN T065305,6977.0,6977.0,0,0,0,0
"Thorold, Edward, 113; Elizabeth, 216; Ellinor, Frances, Salome, 326; William, 325, 326",Thorold,6969.0,0.0,0.0,0.0,0.0,0RLT,T06043,0RLT T06043,6969.0,6969.0,0,0,0,0
"Thorp, Thorpe, Ann, 170; Edith, 192; Francis, 190; Martha, 320, 321; Stephen, 320; William, 170",Thorp,13375.0,0.0,0.0,0.0,0.0,0RP,T061,0RP T061,13375.0,13375.0,0,0,0,0
"Thrupp, Anne, 215, 216; Arthur, 215; Horace, 211",Thrupp,13376.0,0.0,0.0,0.0,0.0,0RP,T0601,0RP T0601,13376.0,13376.0,0,0,0,0
"Thurlow, Margaret, 268",Thurlow,,0.0,0.0,0.0,0.0,0RL,T0640,0RL T0640,12878.0,12878.0,0,0,0,0
"Thurston, B., 149",Thurston,,0.0,0.0,0.0,0.0,0RSTN,T062305,0RSTN T062305,4178.0,4178.0,0,0,0,0
"Thynne, Reginald, Sarah, 293",Thynne,13377.0,0.0,0.0,0.0,0.0,0N,T050,0N T050,13377.0,13377.0,0,0,0,0
"Tibsheld, Derbys., 90",Tibsheld,8243.0,0.0,0.0,0.0,0.0,TPXLT,T012043,TPXLT T012043,8243.0,8243.0,0,0,0,0
"Tidcombe Portion, rector of, 305",Tidcombe,,0.0,0.0,0.0,0.0,TTKMP,T0320510,TTKMP T0320510,4207.0,4207.0,0,0,0,0
"Tiger, H.M.S., 246(2)",Tiger,13378.0,0.0,0.0,0.0,0.0,TJR,T0206,TJR T0206,13378.0,13378.0,0,0,0,0
"Tilby, Pauline, 234",Tilby,13379.0,0.0,0.0,0.0,0.0,TLP,T0410,TLP T0410,13379.0,13379.0,0,0,0,0
"Tillard, Nora, Robert, Rupert, 88",Tillard,4262.0,0.0,0.0,0.0,0.0,TLRT,T04063,TLRT T04063,4262.0,4262.0,0,0,0,0
"Tilley, P., 239",Tilley,,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Tillingham, Essex, vicar of, 169",Tillingham,8244.0,0.0,0.0,0.0,0.0,TLNKM,T0405205,TLNKM T0405205,8244.0,8244.0,0,0,0,0
"Tillman, Harry, 189",Tillman,,0.0,0.0,0.0,0.0,TLMN,T04505,TLMN T04505,4190.0,4190.0,0,0,0,0
"Tilly, A., Brig., 336",Tilly,4346.0,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Timberg, Anders, Mary, 190",Timberg,8245.0,0.0,0.0,0.0,0.0,TMPRK,T051062,TMPRK T051062,8245.0,8245.0,0,0,0,0
"Timbrell, Alan, Mary, W., 293",Timbrell,,0.0,0.0,0.0,0.0,TMPRL,T051604,TMPRL T051604,5644.0,5644.0,0,0,0,0
"Tinsley, John, 216",Tinsley,13380.0,0.0,0.0,0.0,0.0,TNSL,T05240,TNSL T05240,13380.0,13380.0,0,0,0,0
"Tipton St. John, 275, 348",Tipton,13381.0,0.0,0.0,0.0,0.0,TPTN,T01305,TPTN T01305,13381.0,13381.0,0,0,0,0
"Titheridge, E., G., T., 336",Titheridge,13382.0,0.0,0.0,0.0,0.0,T0RJ,T03060320,T0RJ T03060320,13382.0,13382.0,0,0,0,0
"Tobbitt, A., 161",Tobbitt,,0.0,0.0,0.0,0.0,TPT,T0103,TPT T0103,4148.0,4148.0,0,0,0,0
"Tobias, M., 237",Tobias,,0.0,0.0,0.0,0.0,TPS,T0102,TPS T0102,9266.0,9266.0,0,0,0,0
"Todmorden Hall, Lancs., 309, 312",Todmorden,8246.0,0.0,0.0,0.0,0.0,TTMRTN,T03506305,TTMRTN T03506305,8246.0,8246.0,0,0,0,0
"Tolcher, Henry, 249",Tolcher,6707.0,0.0,0.0,0.0,0.0,TLXR,T04206,TLXR T04206,6707.0,6707.0,0,0,0,0
"Tolhurst, J., 276",Tolhurst,8247.0,0.0,0.0,0.0,0.0,TLRST,T040623,TLRST T040623,8247.0,8247.0,0,0,0,0
"Toll, Charles, 289",Toll,,0.0,0.0,0.0,0.0,TL,T040,TL T040,4346.0,4346.0,0,1,0,0
"Tollemache, Georgina, 306",Tollemache,8248.0,0.0,0.0,0.0,0.0,TLMX,T0405020,TLMX T0405020,8248.0,8248.0,0,0,0,0
"Toller, Florence, 171; Mary, 19",Toller,,0.0,0.0,0.0,0.0,TLR,T0406,TLR T0406,4129.0,4129.0,0,0,0,0
"Tolverne, 30",Tolverne,8249.0,0.0,0.0,0.0,0.0,TLFRN,T0410650,TLFRN T0410650,8249.0,8249.0,0,0,0,0
"Tombs, Rose, Tim, 299",Tombs,6210.0,0.0,0.0,0.0,0.0,TMPS,T0512,TMPS T0512,6210.0,6210.0,0,0,0,0
"Toms, Humphry, 78; I., 111",Toms,,0.0,0.0,0.0,0.0,TMS,T052,TMS T052,8755.0,8755.0,0,0,0,0
"Toop, Mary, 165; Richard, 165(2)",Toop,,0.0,0.0,0.0,0.0,TP,T010,TP T010,4351.0,4351.0,1,0,0,0
"Tooze, F., 230",Tooze,,0.0,0.0,0.0,0.0,TS,T020,TS T020,4263.0,4263.0,0,0,0,0
"Tor Mohun, 309-12",Tor,,0.0,0.0,0.0,0.0,TR,T060,TR T060,4244.0,4244.0,0,0,0,0
"Torbay, mayor of, 73",Torbay,13383.0,0.0,0.0,0.0,0.0,TRP,T0610,TRP T0610,13383.0,13383.0,0,0,0,0
"Tordown, 289",Tordown,,0.0,0.0,0.0,0.0,TRTN,T06305,TRTN T06305,4127.0,4127.0,0,0,0,0
"Torker, William, 106",Torker,13384.0,0.0,0.0,0.0,0.0,TRKR,T06206,TRKR T06206,13384.0,13384.0,0,0,0,0
"Torquay, 5, 38, 146, 169, 185, 232; All Saints, Babbacombe, 306, 348; All Saints, Torre, 348; cemetery, 50; Christ Church, Ellacombe, 348; Greek Orthodox church of St. Andrew, Tor Mohun, 309-12; Our Lady of Christians, St. Marychurch (R.C.), 306, 307; Pitt House Schools, 306, 308; St. John, 348; incumbent of, 38; St. Luke, 348; vicar of, 312; St. Mark, Torwood, 309; rector of, 309; St. Martin, 348; St. Mary Magdalene, 348; St. Mary, St. Marychurch, 73, 309, 348; vicar of, 309; St. Matthew, Chelston, 348; St. Matthias, Ilsham, 348; St. Raphael‘s Convalescent Home, 306; St. Saviour, Tor Mohun, 309-12; vicar of, 312; rector of, 146",Torquay,,0.0,0.0,0.0,0.0,TRK,T0620,TRK T0620,12458.0,12458.0,0,0,0,0
"Torr, Edward, Jane, John, 331",Torr,,0.0,0.0,0.0,0.0,TR,T060,TR T060,4244.0,4244.0,0,0,0,0
"Torre, 348; Abbey, 72, 73, 217; abbot of, 217",Torre,4244.0,0.0,0.0,0.0,0.0,TR,T060,TR T060,4244.0,4244.0,0,0,0,0
"Torriano, Caroline, 53, 54(2); Charles, 53(3), 54(2); Col., 53, 54; Frederic, 54; Georgina, 53; Hester, 53(2), 54; Mary, 53, 54; William, 53",Torriano,13385.0,0.0,0.0,0.0,0.0,TRN,T06050,TRN T06050,13385.0,13385.0,0,0,0,0
"Torrington, 328; Great, 312, 314; Little, 314-5",Torrington,6523.0,0.0,0.0,0.0,0.0,TRNKTN,T06052305,TRNKTN T06052305,6523.0,6523.0,0,0,0,0
"Torwood, 309, 312",Torwood,,0.0,0.0,0.0,0.0,TRT,T0603,TRT T0603,4154.0,4154.0,0,0,0,0
"Tottenham, Middlesex, 76",Tottenham,8250.0,0.0,0.0,0.0,0.0,TTNM,T030505,TTNM T030505,8250.0,8250.0,0,0,0,0
"Tottle, Gertrude, Norman, 170",Tottle,10262.0,0.0,0.0,0.0,0.0,TTL,T0340,TTL T0340,10262.0,10262.0,0,0,0,0
"Tout, Kate, 176; Sarah, 204",Tout,,0.0,0.0,0.0,0.0,TT,T030,TT T030,4361.0,4361.0,0,0,0,0
"Town Burton, 197",Town,,0.0,0.0,0.0,0.0,TN,T050,TN T050,4228.0,4228.0,0,0,0,0
"Towner, Arthur, 38",Towner,,0.0,0.0,0.0,1.0,TNR,T0506,TNR T0506,4196.0,4196.0,0,0,0,0
"Townley, Dawson, 216; Joyce, 213",Townley,13386.0,0.0,0.0,0.0,0.0,TNL,T0540,TNL T0540,13386.0,13386.0,0,0,0,0
"Towt, Charles, 106",Towt,,0.0,0.0,0.0,0.0,TT,T030,TT T030,4361.0,4361.0,0,0,0,0
"Toye, Joseph, 130",Toye,,0.0,0.0,0.0,0.0,T,T000,T T000,4360.0,4360.0,0,0,0,0
"Toze, Tozer, Bishop, 130, 134; Frances, 38; William, 39",Toze,,0.0,0.0,0.0,0.0,TS,T020,TS T020,4263.0,4263.0,0,0,0,0
"Tracey, Harry, 100; Henry, 249; John, 100(2)",Tracey,4328.0,0.0,1.0,0.0,0.0,TRS,T6020,TRS T6020,4328.0,4328.0,0,0,0,0
"Tranicus, H.M.S., 2",Tranicus,13387.0,0.0,0.0,0.0,0.0,TRNKS,T6050202,TRNKS T6050202,13387.0,13387.0,0,0,0,0
"Treasbeare, 70(2)",Treasbeare,13388.0,0.0,0.0,0.0,0.0,TRSPR,T6021060,TRSPR T6021060,13388.0,13388.0,0,0,0,0
"Trebble, Alice, 342",Trebble,,0.0,0.0,0.0,0.0,TRPL,T60140,TRPL T60140,11400.0,11400.0,0,0,0,0
"Treby, Barbara, 182; Henry, Laetitia, Paul, 250",Treby,,0.0,0.0,0.0,0.0,TRP,T6010,TRP T6010,4333.0,4333.0,0,0,0,0
"Trefusis, Louisa, 27; Marianne, 112, 118; Robert, 27, 112, 118",Trefusis,6971.0,0.0,0.0,0.0,0.0,TRFSS,T6010202,TRFSS T6010202,6971.0,6971.0,0,0,0,0
"Tregembo, Cornwall, 136",Tregembo,13389.0,0.0,0.0,0.0,0.0,TRJMP,T6020510,TRJMP T6020510,13389.0,13389.0,0,0,0,0
"Trehawk, S.S., 331",Trehawk,13390.0,0.0,0.0,0.0,0.0,TRHK,T602,TRHK T602,13390.0,13390.0,0,0,0,0
"Trelawny, Charles, 247; Cornwall, 250; Laetitia, William, 250",Trelawny,4286.0,0.0,0.0,0.0,0.0,TRLN,T604050,TRLN T604050,4286.0,4286.0,0,0,0,0
"Trelour, Alfred, 294",Trelour,,0.0,0.0,0.0,0.0,TRLR,T60406,TRLR T60406,13069.0,13069.0,0,0,0,0
"Tremayle, John, Roger, 274",Tremayle,4289.0,0.0,0.0,0.0,0.0,TRML,T605040,TRML T605040,4289.0,4289.0,0,0,0,0
"Tremayne, John, W., 199",Tremayne,4290.0,0.0,0.0,0.0,0.0,TRMN,T605050,TRMN T605050,4290.0,4290.0,0,0,0,0
"Tremeer, Cornelius, 239",Tremeer,11879.0,0.0,0.0,0.0,0.0,TRMR,T60506,TRMR T60506,11879.0,11879.0,0,0,0,0
"Tremethick, Percy, 299",Tremethick,8251.0,0.0,0.0,0.0,0.0,TRM0K,T6050302,TRM0K T6050302,8251.0,8251.0,0,0,0,0
"Tremlett, R., 130",Tremlett,,0.0,0.0,0.0,0.0,TRMLT,T605403,TRMLT T605403,9991.0,9991.0,0,0,0,0
"Trenchard, 187",Trenchard,4296.0,0.0,0.0,0.0,0.0,TRNXRT,T6052063,TRNXRT T6052063,4296.0,4296.0,0,0,0,0
"Trengrove, Wilfred, 164",Trengrove,8252.0,0.0,0.0,0.0,0.0,TRNKRF,T60526010,TRNKRF T60526010,8252.0,8252.0,0,0,0,0
"Trentham, family, 269",Trentham,8253.0,0.0,0.0,0.0,0.0,TRNTM,T605305,TRNTM T605305,8253.0,8253.0,0,0,0,0
"Trepplin, Charles, Eliza, Ernest, 261",Trepplin,13391.0,0.0,0.0,0.0,0.0,TRPN,T601405,TRPN T601405,13391.0,13391.0,0,0,0,0
"Trestain, Richard, William, 222",Trestain,,0.0,0.0,0.0,0.0,TRSTN,T602305,TRSTN T602305,4326.0,4326.0,0,0,0,0
"Trethewey, Nelson, 249",Trethewey,,0.0,0.0,0.0,0.0,TR0,T6030,TR0 T6030,4314.0,4314.0,0,0,0,0
"Treverbyn, 250",Treverbyn,8254.0,0.0,0.0,0.0,0.0,TRFRPN,T60106105,TRFRPN T60106105,8254.0,8254.0,0,0,0,0
"Trevone, Cornwall, 60",Trevone,13392.0,0.0,0.0,0.0,0.0,TRFN,T601050,TRFN T601050,13392.0,13392.0,0,0,0,0
"Trevor, Adela, 256",Trevor,13393.0,0.0,0.0,0.0,0.0,TRFR,T60106,TRFR T60106,13393.0,13393.0,0,0,0,0
"Trible, Abraham, Jane, William, 302",Trible,,0.0,0.0,0.0,0.0,TRPL,T60140,TRPL T60140,11400.0,11400.0,0,0,0,0
"Trickey, Gordon, 216; Trevor, 163",Trickey,4327.0,0.0,0.0,0.0,0.0,TRK,T6020,TRK T6020,4327.0,4327.0,0,0,0,0
"Trigger, John, 30",Trigger,,0.0,0.0,0.0,0.0,TRKR,T60206,TRKR T60206,11276.0,11276.0,0,0,0,0
"Tripp, Charles, 276; Mary, W., 174",Tripp,,0.0,0.0,0.0,0.0,TRP,T601,TRP T601,8420.0,8420.0,0,0,0,0
"Trist, Richard, William, 155",Trist,4324.0,0.0,0.0,0.0,0.0,TRST,T6023,TRST T6023,4324.0,4324.0,0,0,0,0
"Trobridge, 266",Trobridge,5996.0,0.0,0.0,0.0,0.0,TRPRJ,T60160320,TRPRJ T60160320,5996.0,5996.0,0,0,0,0
"Trobridge, Elizabeth, George, 266",Trobridge,5996.0,0.0,0.0,0.0,0.0,TRPRJ,T60160320,TRPRJ T60160320,5996.0,5996.0,0,0,0,0
"Trollope, Edward, 270",Trollope,13394.0,0.0,0.0,0.0,0.0,TRLP,T604010,TRLP T604010,13394.0,13394.0,0,0,0,0
"Tross, Anne, 242",Tross,,0.0,0.0,0.0,0.0,TRS,T602,TRS T602,4270.0,4270.0,0,0,0,0
"Trot, John, 84",Trot,,0.0,0.0,0.0,0.0,TRT,T603,TRT T603,4331.0,4331.0,0,0,0,0
"Trotman, Sir Charles, 240",Trotman,8255.0,0.0,0.0,0.0,0.0,TRTMN,T603505,TRTMN T603505,8255.0,8255.0,0,0,0,0
"Trouban, Joseph, 236",Trouban,13395.0,0.0,0.0,0.0,0.0,TRPN,T60105,TRPN T60105,13395.0,13395.0,0,0,0,0
"Troyte, Arthur, 167(4); Charles, 167(2); Edward, 167(2); Fanny, 167(2); H., 167",Troyte,,0.0,0.0,0.0,0.0,TRT,T6030,TRT T6030,4332.0,4332.0,0,0,0,0
"Trump, May, 49",Trump,8495.0,0.0,0.0,0.0,0.0,TRMP,T6051,TRMP T6051,8495.0,8495.0,0,0,0,0
"Truscott, Peter, Susanna, 187",Truscott,4339.0,0.0,0.0,0.0,0.0,TRSKT,T60203,TRSKT T60203,4339.0,4339.0,0,0,0,0
"Trust, Francis, 155",Trust,,0.0,0.0,0.0,0.0,TRST,T6023,TRST T6023,4324.0,4324.0,0,0,0,0
"Tuam, archbishop of, 250",Tuam,,0.0,0.0,0.0,0.0,TM,T050,TM T050,4165.0,4165.0,0,0,0,0
"Tucker of Plymouth, 181",Tucker,,0.0,0.0,0.0,0.0,TKR,T0206,TKR T0206,4215.0,4215.0,0,0,0,0
"Tucker, Alan, 10; Ann, 210; Alexander, 63; Charles, 178(2); Dora, 208; Eveline, 44; F., 328; Geoffrey, 145; George, 322; H., 178; Headley, 208; Hermana, 178; Hetty, 9; Isota, 302; John, 9; Joseph, 82; Laura, 208; Lottie, 102; Lucy, 51; Marwood, 178; Noel, 179; R., 10; Richard, 184; Robert, 302; Sarah, 336; W., 102, 130; William, 208, 210, 302, 336",Tucker,,0.0,0.0,0.0,0.0,TKR,T0206,TKR T0206,4215.0,4215.0,0,0,0,0
"Tuckett, Nicholas, 45",Tuckett,,0.0,0.0,0.0,0.0,TKT,T0203,TKT T0203,4218.0,4218.0,0,0,0,0
"Tudor, Aurora, 212(2); Evan, Harry, Owen, 212",Tudor,,0.0,0.0,0.0,0.0,TTR,T0306,TTR T0306,10209.0,10209.0,0,0,0,0
"Tugwell, George, 184, 185",Tugwell,,0.0,0.0,0.0,0.0,TKL,T0204,TKL T0204,4138.0,4138.0,0,0,0,0
"Tuker, Margarita, Robert, 220",Tuker,,0.0,0.0,0.0,0.0,TKR,T0206,TKR T0206,4215.0,4215.0,0,0,0,0
"Tunnard-Moore, Thomas, 57(2); Valeria, 57",TunnardMoore,8256.0,0.0,0.0,0.0,0.0,TNRTMR,T050635060,TNRTMR T050635060,8256.0,8256.0,0,0,0,0
"Tuplin, Isabella, 331",Tuplin,,0.0,0.0,0.0,0.0,TPLN,T01405,TPLN T01405,8639.0,8639.0,0,0,0,0
"Turbotstow, West Meath, 297",Turbotstow,8257.0,0.0,0.0,0.0,0.0,TRPTST,T06103230,TRPTST T06103230,8257.0,8257.0,0,0,0,0
"Turnbull, Elizabeth, John, 261",Turnbull,,0.0,0.0,0.0,0.0,TRNPL,T065104,TRNPL T065104,4242.0,4242.0,0,0,0,0
"Turnchapel, 243",Turnchapel,8258.0,0.0,0.0,0.0,0.0,TRNXPL,T06520104,TRNXPL T06520104,8258.0,8258.0,0,0,0,0
"Turner, A., 240; Clarinda, 255; Dorothy, 292; Elizabeth, 64; Emily, 340; F., 130; Frances, 1; George, 55; Sir George, 145; James, 70; John, 1(2), 45; Mary, 1; Pamela, 70; Richard, 1(3), 20; Ronald, 19; Wallace, 182; William, 9, 293",Turner,4241.0,0.0,0.0,0.0,1.0,TRNR,T06506,TRNR T06506,4241.0,4241.0,0,0,0,0
"Turrell, Harry, 90",Turrell,,0.0,0.0,0.0,0.0,TRL,T0604,TRL T0604,4237.0,4237.0,0,0,0,0
"Turton, Sir Thomas, 297",Turton,,0.0,0.0,0.0,0.0,TRTN,T06305,TRTN T06305,4127.0,4127.0,0,0,0,0
"Twining, Richard, 261",Twining,,0.0,0.0,0.0,0.0,TNNK,T05052,TNNK T05052,8661.0,8661.0,0,0,0,0
"Twomey, Dora, 149",Twomey,,0.0,0.0,0.0,0.0,TM,T050,TM T050,4165.0,4165.0,0,0,0,0
"Twysden, Elizabeth, Isabella, James, Thomas, 58",Twysden,,0.0,0.0,0.0,0.0,TSTN,T02305,TSTN T02305,10633.0,10633.0,0,0,0,0
"Tyndale, Emily, 222",Tyndale,13396.0,0.0,0.0,0.0,0.0,TNTL,T053040,TNTL T053040,13396.0,13396.0,0,0,0,0
"Tyrrell, Catherine, Edward, 261",Tyrrell,,0.0,0.0,0.0,0.0,TRL,T0604,TRL T0604,4237.0,4237.0,0,0,0,0
"Ugborough House Chapel (R.C.), 318-20; vicar of, 301",Ugborough,8259.0,0.0,0.0,0.0,0.0,AKPRF,U2106020,AKPRF U2106020,8259.0,8259.0,0,0,0,0
"”Ulelia•, 8",Ulelia,13397.0,0.0,0.0,0.0,0.0,ALL,U4040,ALL U4040,13397.0,13397.0,0,0,0,0
"Umberleigh, 13; House, 13",Umberleigh,8260.0,0.0,0.0,0.0,0.0,AMRL,U51064020,AMRL U51064020,8260.0,8260.0,0,0,0,0
"Underhill, F., 198; R., 134; William, 56, 163",Underhill,4367.0,0.0,0.0,0.0,0.0,ANTRL,U530604,ANTRL U530604,4367.0,4367.0,0,0,0,0
"Underwood, P., 273",Underwood,11102.0,0.0,0.0,0.0,0.0,ANTRT,U530603,ANTRT U530603,11102.0,11102.0,0,0,0,0
"Unprovenanced brass, 347",Unprovenanced,8261.0,0.0,0.0,0.0,0.0,ANPRFNNST,U516010505203,ANPRFNNST U516010505203,8261.0,8261.0,0,0,0,0
"Unumack, Ann, Randall, 45",Unumack,8262.0,0.0,0.0,0.0,0.0,ANMK,U50502,ANMK U50502,8262.0,8262.0,0,0,0,0
"Upham, family, 27",Upham,,0.0,0.0,0.0,0.0,AFM,U105,AFM U105,8487.0,8487.0,0,0,0,0
"Uplowman, 320; rector of, 320",Uplowman,8263.0,0.0,0.0,0.0,0.0,APLMN,U140505,APLMN U140505,8263.0,8263.0,0,0,0,0
"Upmead Kessbrook, 54",Upmead,8264.0,0.0,0.0,0.0,0.0,APMT,U1503,APMT U1503,8264.0,8264.0,0,0,0,0
